,input,output,gold,prefix
191,In March 2017 we searched the Cochrane Wounds Specialised Register; the Cochrane Central Register of Controlled Trials (CENTRAL); Ovid MEDLINE (including In-Process & Other Non-Indexed Citations); Ovid Embase and EBSCO CINAHL Plus.,The Cochrane Wounds Specialised Register was searched in March 2017.,"In March 2017, we searched for randomised controlled trials, which compared the use of anabolic steroids with other treatments for pressure ulcers.",Simplify sentence: 
192,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,EICAD is a leading cause of stroke in younger patients.,Blood clots can form where the artery is torn.,Simplify sentence: 
193,"In the larger USA trial, the 12-month cumulative life-table termination rates per 100 women for overall pregnancy were 17.4 for the sponge and 12.8 for the diaphragm.",The women who had a diaphragm had a less cumulative life-table termination rate.,"For every 100 women who used the sponge for a year, about 17 got pregnant.",Simplify sentence: 
194,"Azelaic acid (20%) was significantly more effective than 2% hydroquinone (RR 1.25, 95% CI 1.06 to 1.48) at lightening melasma but not when compared to 4% hydroquinone (RR 1.11, 95% CI 0.94 to 1.32).",Azelaic acid (20 %) was more effective at lightening melasma than 2% hydroquinone (RR 1.01 to 1.48) at lightening melasma but not when compared to 4% hydroquinone (RR 0.91 to 1.32).,"Triple-combination cream was significantly more effective at lightening melasma when compared to hydroquinone alone or to dual combinations such as tretinoin and hydroquinone, tretinoin and fluocinolone acetonide, or hydroquinone and fluocinolone acetonide.",Simplify sentence: 
195,Addiction to nicotine usually begins during early adolescence and young people who reach the age of 18 as non-smokers are unlikely to become smokers thereafter.,Nicotine is addictive and non-smokers are unlikely to become smokers after age 18.,Young people remain at particular risk of taking up smoking.,Simplify sentence: 
196,"To compare, among patients treated with either anticoagulants or antiplatelet agents, the risk of ischaemic strokes and major bleeding episodes.",The risk of ischaemic strokes was high for anticoagulants.,More research is needed.,Simplify sentence: 
197,"In IVF procedures, oocytes and sperm are routinely co-incubated overnight, which may expose oocytes and zygotes to suboptimal culture conditions with increased reactive oxygen species (ROS) produced by sperm in this long term culture.",IVF procedures are where the oocytes and sperm are routinely co-incubated overnight in an IVF setting with an added risk of ROS being produced.,Such long term co-incubation with sperm may expose oocytes and zygotes to suboptimal culture medium due to increased levels of reactive oxygen species (ROS) produced by sperm and other products of metabolism.,Simplify sentence: 
198,"Pressure ulcers, also known as bed sores, pressure sores or decubitus ulcers develop as a result of a localised injury to the skin or underlying tissue, or both.","Pressure ulcers, also known as bed sores, pressure sores or decubitus ulcers develop as a result of a localised injury to the skin or underlying tissue, or both.","Lack of movement and sustained pressure on the skin over bony parts of the body such as the hips, heels, lower back and elbows can cause the skin to break down and an ulcer to form.",Simplify sentence: 
199,To assess the effects of intravenous versus inhalational techniques for rapid emergence from anaesthesia in patients undergoing brain tumour surgery.,A systematic review of the effects of intravenous techniques versus inhalational techniques for rapid emergence from anesthesia in brain tumour surgery.,We aimed to discover whether injectable techniques were better or worse than gaseous techniques.,Simplify sentence: 
200,No new trials have been identified since the initial review.,trial numbers were less than expected.,We have not found any new trials since the initial review.,Simplify sentence: 
201,We included five RCTs reporting 444 arterial cannulations in paediatric participants.,We included five RCTs reporting 444 arterial cannulations in paediatric participants.,We found five eligible studies - four comparing ultrasound with palpation and one comparing ultrasound with Doppler auditory assistance.,Simplify sentence: 
202,There were also no randomised trials that directly compared anticoagulants with antiplatelet drugs and the reported non-randomised studies did not show any evidence of a significant difference between the two.,"Anticoagulants are usually used as a preventative strategy for treating infection and treat various illnesses, however some were not as effective as other therapies.",Aspirin is likely to be similarly effective and safe as anticoagulants in such patients.,Simplify sentence: 
